idx,path,score,mean_luma,edge,extrema,tx,ty,tz,qw,qx,qy,qz
2,/home/fmc3/Documents/workspace1/scene_bottle/outputs/rgb/sweep_subproc/20260303_183141/sample_002.png,0.2225835804641247,40.876258850097656,0.48539429903030396,"[(4, 169), (4, 169), (4, 171)]",0.9412309624916289,-0.9913468016894011,0.13753745574821635,1.0,0.0,0.0,0.0
0,/home/fmc3/Documents/workspace1/scene_bottle/outputs/rgb/sweep_subproc/20260303_183141/sample_000.png,0.17026327095925806,31.110788345336914,0.3922487795352936,"[(4, 169), (0, 169), (0, 171)]",0.3346243162989211,-1.1399741874655993,0.0200234546952954,1.0,0.0,0.0,0.0
